ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'10443720007382518,11/24/2022,11/25/2022 06:17:00,21:30,21:45,.041,A,Consumption
'10443720007382518,11/24/2022,11/25/2022 06:17:00,21:45,22:00,.07,A,Consumption
'10443720007382518,11/24/2022,11/25/2022 06:17:00,22:00,22:15,.05,A,Consumption
'10443720007382518,11/24/2022,11/25/2022 06:17:00,22:15,22:30,.098,A,Consumption
'10443720007382518,11/24/2022,11/25/2022 06:17:00,22:30,22:45,.088,A,Consumption
'10443720007382518,11/24/2022,11/25/2022 06:17:00,22:45,23:00,.096,A,Consumption
'10443720007382518,11/24/2022,11/25/2022 06:17:00,23:00,23:15,.049,A,Consumption
'10443720007382518,11/24/2022,11/25/2022 06:17:00,23:15,23:30,.048,A,Consumption
'10443720007382518,11/24/2022,11/25/2022 06:17:00,23:30,23:45,.106,A,Consumption
'10443720007382518,11/24/2022,11/25/2022 06:17:00,23:45,00:00,.046,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,00:00,00:15,.049,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,00:15,00:30,.082,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,00:30,00:45,.058,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,00:45,01:00,.046,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,01:00,01:15,.055,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,01:15,01:30,.08,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,01:30,01:45,.044,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,01:45,02:00,.043,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,02:00,02:15,.104,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,02:15,02:30,.035,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,02:30,02:45,.041,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,02:45,03:00,.102,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,03:00,03:15,.041,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,03:15,03:30,.042,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,03:30,03:45,.088,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,03:45,04:00,.044,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,04:00,04:15,.03,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,04:15,04:30,.061,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,04:30,04:45,.083,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,04:45,05:00,.042,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,05:00,05:15,.042,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,05:15,05:30,.091,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,05:30,05:45,.029,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,05:45,06:00,.042,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,06:00,06:15,.102,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,06:15,06:30,.042,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,06:30,06:45,.041,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,06:45,07:00,.101,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,07:00,07:15,.048,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,07:15,07:30,.04,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,07:30,07:45,.106,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,07:45,08:00,.046,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,08:00,08:15,.044,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,08:15,08:30,.102,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,08:30,08:45,.029,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,08:45,09:00,.036,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,09:00,09:15,.101,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,09:15,09:30,.042,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,09:30,09:45,.042,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,09:45,10:00,.062,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,10:00,10:15,.066,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,10:15,10:30,.03,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,10:30,10:45,.043,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,10:45,11:00,.101,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,11:00,11:15,.042,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,11:15,11:30,.042,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,11:30,11:45,.031,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,11:45,12:00,.086,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,12:00,12:15,.043,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,12:15,12:30,.042,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,12:30,12:45,.042,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,12:45,13:00,.098,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,13:00,13:15,.029,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,13:15,13:30,.034,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,13:30,13:45,.042,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,13:45,14:00,.043,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,14:00,14:15,.042,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,14:15,14:30,.092,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,14:30,14:45,.029,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,14:45,15:00,.037,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,15:00,15:15,.042,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,15:15,15:30,.112,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,15:30,15:45,.127,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,15:45,16:00,.04,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,16:00,16:15,.049,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,16:15,16:30,.048,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,16:30,16:45,.046,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,16:45,17:00,.098,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,17:00,17:15,.044,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,17:15,17:30,.042,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,17:30,17:45,.043,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,17:45,18:00,.096,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,18:00,18:15,.044,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,18:15,18:30,.036,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,18:30,18:45,.044,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,18:45,19:00,.047,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,19:00,19:15,.092,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,19:15,19:30,.037,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,19:30,19:45,.044,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,19:45,20:00,.043,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,20:00,20:15,.098,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,20:15,20:30,.042,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,20:30,20:45,.034,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,20:45,21:00,.029,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,21:00,21:15,.098,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,21:15,21:30,.041,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,21:30,21:45,.042,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,21:45,22:00,.042,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,22:00,22:15,.094,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,22:15,22:30,.03,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,22:30,22:45,.037,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,22:45,23:00,.043,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,23:00,23:15,.098,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,23:15,23:30,.042,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,23:30,23:45,.037,A,Consumption
'10443720007382518,11/25/2022,11/26/2022 06:17:19,23:45,00:00,.044,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,00:00,00:15,.1,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,00:15,00:30,.043,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,00:30,00:45,.047,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,00:45,01:00,.048,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,01:00,01:15,.1,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,01:15,01:30,.044,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,01:30,01:45,.031,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,01:45,02:00,.076,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,02:00,02:15,.056,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,02:15,02:30,.042,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,02:30,02:45,.042,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,02:45,03:00,.098,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,03:00,03:15,.04,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,03:15,03:30,.029,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,03:30,03:45,.049,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,03:45,04:00,.084,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,04:00,04:15,.042,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,04:15,04:30,.042,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,04:30,04:45,.097,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,04:45,05:00,.029,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,05:00,05:15,.035,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,05:15,05:30,.08,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,05:30,05:45,.061,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,05:45,06:00,.042,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,06:00,06:15,.038,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,06:15,06:30,.085,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,06:30,06:45,.037,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,06:45,07:00,.042,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,07:00,07:15,.098,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,07:15,07:30,.042,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,07:30,07:45,.035,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,07:45,08:00,.089,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,08:00,08:15,.04,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,08:15,08:30,.127,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,08:30,08:45,.059,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,08:45,09:00,.095,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,09:00,09:15,.049,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,09:15,09:30,.047,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,09:30,09:45,.102,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,09:45,10:00,.048,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,10:00,10:15,.041,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,10:15,10:30,.052,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,10:30,10:45,.092,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,10:45,11:00,.044,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,11:00,11:15,.044,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,11:15,11:30,.044,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,11:30,11:45,.088,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,11:45,12:00,.044,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,12:00,12:15,.044,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,12:15,12:30,.031,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,12:30,12:45,.101,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,12:45,13:00,.044,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,13:00,13:15,.042,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,13:15,13:30,.032,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,13:30,13:45,.098,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,13:45,14:00,.042,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,14:00,14:15,.042,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,14:15,14:30,.042,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,14:30,14:45,.072,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,14:45,15:00,.047,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,15:00,15:15,.043,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,15:15,15:30,.042,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,15:30,15:45,.096,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,15:45,16:00,.054,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,16:00,16:15,.048,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,16:15,16:30,.041,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,16:30,16:45,.104,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,16:45,17:00,.044,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,17:00,17:15,.046,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,17:15,17:30,.103,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,17:30,17:45,.031,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,17:45,18:00,.032,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,18:00,18:15,.102,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,18:15,18:30,.042,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,18:30,18:45,.042,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,18:45,19:00,.102,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,19:00,19:15,.036,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,19:15,19:30,.05,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,19:30,19:45,.077,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,19:45,20:00,.043,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,20:00,20:15,.101,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,20:15,20:30,.043,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,20:30,20:45,.036,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,20:45,21:00,.09,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,21:00,21:15,.037,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,21:15,21:30,.077,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,21:30,21:45,.067,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,21:45,22:00,.042,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,22:00,22:15,.102,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,22:15,22:30,.03,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,22:30,22:45,.104,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,22:45,23:00,.042,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,23:00,23:15,.056,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,23:15,23:30,.088,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,23:30,23:45,.031,A,Consumption
'10443720007382518,11/26/2022,11/27/2022 06:50:01,23:45,00:00,.09,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,00:00,00:15,.043,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,00:15,00:30,.127,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,00:30,00:45,.122,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,00:45,01:00,.038,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,01:00,01:15,.113,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,01:15,01:30,.048,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,01:30,01:45,.083,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,01:45,02:00,.072,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,02:00,02:15,.044,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,02:15,02:30,.119,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,02:30,02:45,.037,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,02:45,03:00,.091,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,03:00,03:15,.044,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,03:15,03:30,.104,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,03:30,03:45,.042,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,03:45,04:00,.083,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,04:00,04:15,.064,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,04:15,04:30,.034,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,04:30,04:45,.094,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,04:45,05:00,.042,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,05:00,05:15,.106,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,05:15,05:30,.042,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,05:30,05:45,.103,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,05:45,06:00,.029,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,06:00,06:15,.098,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,06:15,06:30,.043,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,06:30,06:45,.107,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,06:45,07:00,.042,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,07:00,07:15,.102,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,07:15,07:30,.03,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,07:30,07:45,.095,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,07:45,08:00,.044,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,08:00,08:15,.091,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,08:15,08:30,.055,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,08:30,08:45,.037,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,08:45,09:00,.109,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,09:00,09:15,.044,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,09:15,09:30,.042,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,09:30,09:45,.047,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,09:45,10:00,.046,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,10:00,10:15,.044,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,10:15,10:30,.059,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,10:30,10:45,.046,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,10:45,11:00,.037,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,11:00,11:15,.043,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,11:15,11:30,.088,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,11:30,11:45,.049,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,11:45,12:00,.042,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,12:00,12:15,.032,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,12:15,12:30,.029,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,12:30,12:45,.049,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,12:45,13:00,.06,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,13:00,13:15,.096,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,13:15,13:30,.052,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,13:30,13:45,.05,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,13:45,14:00,.056,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,14:00,14:15,.043,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,14:15,14:30,.031,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,14:30,14:45,.038,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,14:45,15:00,.044,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,15:00,15:15,.038,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,15:15,15:30,.035,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,15:30,15:45,.044,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,15:45,16:00,.044,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,16:00,16:15,.065,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,16:15,16:30,.07,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,16:30,16:45,.052,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,16:45,17:00,.05,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,17:00,17:15,.052,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,17:15,17:30,.047,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,17:30,17:45,.043,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,17:45,18:00,.103,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,18:00,18:15,.083,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,18:15,18:30,.1,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,18:30,18:45,.06,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,18:45,19:00,.054,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,19:00,19:15,.054,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,19:15,19:30,.05,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,19:30,19:45,.088,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,19:45,20:00,.046,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,20:00,20:15,.043,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,20:15,20:30,.043,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,20:30,20:45,.096,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,20:45,21:00,.052,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,21:00,21:15,.053,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,21:15,21:30,.05,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,21:30,21:45,.112,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,21:45,22:00,.05,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,22:00,22:15,.048,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,22:15,22:30,.07,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,22:30,22:45,.058,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,22:45,23:00,.047,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,23:00,23:15,.086,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,23:15,23:30,.077,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,23:30,23:45,.05,A,Consumption
'10443720007382518,11/27/2022,11/28/2022 06:13:25,23:45,00:00,.109,A,Consumption
'10443720007382518,11/28/2022,11/29/2022 06:20:35,00:00,00:15,.042,A,Consumption
'10443720007382518,11/28/2022,11/29/2022 06:20:35,00:15,00:30,.052,A,Consumption
'10443720007382518,11/28/2022,11/29/2022 06:20:35,00:30,00:45,.114,A,Consumption
'10443720007382518,11/28/2022,11/29/2022 06:20:35,00:45,01:00,.049,A,Consumption
